"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.6",4.75485913383311,-1.09161447074541,0.809614160069337,-1.34831444975212,0.177557266542955,0.317502298891846
"ENSG00000279457.4",18.3276651959904,-0.224474200335803,0.303855790386815,-0.738752419527838,0.460057348769551,0.621369164523479
"ENSG00000290385.1",9.72238363655093,-0.184140845448337,0.678513424394118,-0.271388654709031,0.78609212696773,0.871495868272483
"ENSG00000225972.1",29.6479876794269,-0.427180317673676,1.64930818843746,-0.259005758092054,NA,NA
"ENSG00000225630.1",149.527760009095,-0.260896985743676,0.227367833879808,-1.14746655800746,0.251188846846411,0.407642043889698
"ENSG00000237973.1",80.2548070064157,-0.177374868147948,0.303211677538259,-0.584986929223948,0.558556505570025,0.705355763761638
"ENSG00000229344.1",4.36108463930112,-0.0296127364353361,0.745882448727083,-0.0397016131508027,0.968331015584144,0.982141343636824
"ENSG00000248527.1",333.177101785466,0.0703331834576037,0.244959118218574,0.287122128660041,0.774018808988728,0.863690198144004
"ENSG00000198744.5",6.13800334507526,0.324812151410121,0.577303743648234,0.562636488995363,0.573682439744115,0.718088580092001
"ENSG00000291215.1",11.1067751518144,0.910006989190995,0.378373427784936,2.40504993841226,0.0161702559298992,0.0507585856156014
"ENSG00000237491.10",43.9339753333705,0.223260817918592,0.224811358178237,0.993102927395619,0.320659797534937,0.48332883469627
"ENSG00000177757.2",13.2414121227596,0.979772091770499,0.350637623443005,2.79425830619616,0.00520189094269965,0.0207133351666865
"ENSG00000225880.6",28.1800843184613,1.12686393713473,0.346271225660244,3.25428119239798,0.00113679695472651,0.0060175186239742
"ENSG00000228794.12",168.782312471429,1.5251835187987,0.326204836700895,4.67553925387433,2.93182188095647e-06,4.23970843871463e-05
"ENSG00000230699.2",4.94964990942905,-0.359464361624874,2.47576308363286,-0.145193360383017,NA,NA
"ENSG00000188976.11",419.899798940265,-0.0562416582697556,0.145596712588184,-0.386283847141752,0.699286462025306,0.813114146919984
"ENSG00000187961.15",70.3721482703189,-0.135172466986079,0.255214554363506,-0.529642470129471,0.59635984240327,0.736441989019167
"ENSG00000187583.11",21.0419011735105,0.439798313676601,0.45986539619697,0.956363138678575,0.338888801053594,0.502561225643
"ENSG00000272512.1",12.4588638865567,5.66529566771434,1.03042119732027,5.49803874614341,3.84038559750557e-08,1.0604979696516e-06
"ENSG00000188290.11",48.0733583580232,4.58214915052173,0.769807371026518,5.95233213266269,2.64348220575156e-09,1.07006922972002e-07
"ENSG00000187608.10",4552.42245019576,3.04913748050368,0.470410062312902,6.48187129652744,9.05919051929341e-11,5.59150376641079e-09
"ENSG00000188157.15",2200.25420657053,1.02314176290692,0.320115189586378,3.19616749279823,0.00139266241739393,0.00712491445173745
"ENSG00000291156.1",54.3420230396841,0.333779653131673,0.401865840546742,0.830574832331016,0.406213857336961,0.569308021965265
"ENSG00000273443.1",15.297949206988,0.292731517188353,0.440738334913465,0.664184378801151,0.50657231024266,0.66142959501292
"ENSG00000217801.13",8.56440718264533,0.908855362439671,0.479251729926353,1.89640496984609,0.0579065152166606,0.137757669262135
"ENSG00000237330.3",7.67729623370003,2.32395886323402,0.659794425596236,3.52224688945186,0.000427905435956105,0.00270334173503635
"ENSG00000131591.18",129.93979877593,0.396502691642641,0.230631011711935,1.71920804881993,0.0855764957580334,0.184958525282194
"ENSG00000285812.1",6.49755367638584,-0.234637588196933,0.504786235044924,-0.464825646792947,0.642056319932713,0.771301936945642
"ENSG00000186891.14",47.483152218004,1.72379985083699,0.518094401919589,3.32719258198921,0.000877257237090659,0.00486568477174803
"ENSG00000186827.12",209.214604224691,2.36046457441375,0.465855730675476,5.06694330236347,4.04254626604807e-07,7.94658172503234e-06
"ENSG00000078808.20",1388.2708785979,0.561760111430565,0.119117965968985,4.71599818600691,2.40528577204115e-06,3.59527675147965e-05
"ENSG00000176022.7",152.824271590099,0.233165995409741,0.224133096182751,1.04030149665904,0.298199849080606,0.460191380350134
"ENSG00000160087.21",269.150181372083,0.42697872209178,0.157849002101349,2.70498208039119,0.00683080742056445,0.0257762027208514
"ENSG00000162572.21",12.7361028407619,0.323426460340813,0.400467470865282,0.807622301112229,0.419308044659736,0.582821342396525
"ENSG00000131584.19",381.832636065116,0.14176565532133,0.209552694529164,0.676515544884105,0.498713379899188,0.655212074338007
"ENSG00000169972.13",44.7283616299928,0.380556516376563,0.26435167199882,1.43958429882094,0.149985044422246,0.280013434547547
"ENSG00000127054.22",474.453821469441,0.3928490725262,0.126347257096365,3.10928057762721,0.0018754352792587,0.00907859389491861
"ENSG00000240731.1",14.8896837971444,0.359785179658094,0.324825438013378,1.10762624337099,0.268023264778534,0.426790209063034
"ENSG00000224051.7",118.200992560784,0.240798007271182,0.316633807282583,0.760493673552297,0.446959549433613,0.609125253680944
"ENSG00000169962.5",17.9414661435313,0.272399307795708,0.430561526775914,0.632660585899209,0.526955313575642,0.678325938613425
"ENSG00000107404.21",227.545756258906,0.137386661631712,0.315888895770241,0.43492083283497,0.663619892376453,0.786930715228953
"ENSG00000162576.17",46.3457613400167,-0.726087755666503,0.337623995928513,-2.1505810144497,0.0315092851866298,0.0859141040159605
"ENSG00000175756.14",265.939846662935,0.34252429099863,0.197293550543929,1.73611499237713,0.0825435039723325,0.180203785059867
"ENSG00000221978.13",999.728281586698,0.448508432850602,0.10072978350962,4.45259006049354,8.48406364666123e-06,0.000103635332756804
"ENSG00000224870.9",120.195209201988,0.121694453976663,0.164279943416667,0.740774871513115,0.458829953724567,0.620397370689176
"ENSG00000242485.6",226.841042766588,0.0254556988700894,0.143785226560483,0.177039738219431,0.859477175973084,0.918007562815403
"ENSG00000272455.1",9.78796400735528,0.984144296896323,0.399685469644956,2.46229691004416,0.0138050331443485,0.0447899035972715
"ENSG00000179403.12",22.2618279306392,-4.61806252616913,1.28167206689516,-3.60315453964471,0.000314378486919285,0.002098483979224
"ENSG00000160072.20",180.805492042278,0.299057075766137,0.176751605860414,1.69196242551997,0.0906531380909157,0.192879412458602
"ENSG00000197785.14",107.190556039119,0.0211487306189413,0.279952152413212,0.0755440900762412,0.939781818926729,0.965684064121552
"ENSG00000160075.12",660.432294001145,-0.00523106276973036,0.0765123419339401,-0.0683688753671506,0.945491997696773,0.968914667596288
"ENSG00000215014.5",12.5298159929152,1.13256267254796,0.430931048358014,2.62817607796743,0.00858440687240508,0.0306928018444153
"ENSG00000228594.4",65.1828934908419,-0.399569753724604,0.326933933612843,-1.22217277756728,0.221642296022491,0.372049464004772
"ENSG00000286989.1",9.43403415889152,-1.11184856707271,0.480313080665283,-2.31484132294021,0.0206216175339727,0.0616599726005006
"ENSG00000272106.1",29.6359435843768,-0.110651337842851,0.261498666710133,-0.423143028738676,0.672190910135775,0.793379358865494
"ENSG00000197530.13",153.320757575424,1.09925680165323,0.275294397744971,3.99302278091239,6.52362982140173e-05,0.000570658139297876
"ENSG00000248333.9",96.20439176242,0.262477616621101,0.157118441065485,1.6705716709072,0.0948063119581011,0.199749855023344
"ENSG00000189339.12",384.074931792771,-0.127062731151214,0.284889056423316,-0.446007764378327,0.6555916373589,0.780994250094953
"ENSG00000293187.1",22.5370117163434,-0.0352117967437392,0.242779107923164,-0.14503635442504,0.884682168566402,0.932601142821966
"ENSG00000269737.3",6.45507401225463,-0.493673979629856,0.443255296561583,-1.1137463747402,0.265388008240209,0.423786038787638
"ENSG00000008128.23",20.2678183080702,0.62983780584901,0.440509506195341,1.4297939022676,0.152776179715447,0.283884520797034
"ENSG00000268575.1",16.4493800109418,0.544015934904116,0.441703322920222,1.23163197258168,0.218086591939275,0.367865012445048
"ENSG00000293188.1",39.1793532532911,-0.415244430911996,0.509741715462246,-0.814617321510449,0.415291392337633,0.57843859771167
"ENSG00000290854.1",15.3025889878592,-0.13208208364737,0.600060369475768,-0.220114659067989,0.825781858485901,0.897294022987715
"ENSG00000008130.15",3359.30863475859,-0.00768352688676474,0.152898490042655,-0.0502524706726745,0.959921198789227,0.976999637997211
"ENSG00000078369.19",2962.49746518828,-0.14135310403877,0.119997685368408,-1.17796525495303,0.238810458153472,0.392840356570219
"ENSG00000162585.17",75.0646352254951,-0.171658353140661,0.171779059674853,-0.999297315199996,0.317650685640135,0.480292277413939
"ENSG00000157933.11",228.207003860734,0.409137034418965,0.26786310909253,1.52741090703025,0.126658865960727,0.2471758303299
"ENSG00000116151.14",44.7346606953829,-0.308640228670699,0.187774838375109,-1.6436719176088,0.100243989692138,0.208389248080423
"ENSG00000292993.1",5.41961937896075,-0.217503691551926,0.503038126091942,-0.432380132380209,0.665465155480308,0.788121394384796
"ENSG00000157916.20",787.146719652129,0.0326649141984443,0.0654152452166448,0.499347118401273,0.617534866408955,0.753406323708851
"ENSG00000157911.11",70.281894367543,-0.138675098267088,0.180835267270054,-0.766858701627016,0.443165530253723,0.605405920745268
"ENSG00000149527.18",23.0195631282098,-0.613258572381339,0.342650814583349,-1.78974788992415,0.0734944498141461,0.165225261972562
"ENSG00000157881.16",219.363798928141,-0.272898559165212,0.167630675143364,-1.62797506441956,0.10353017320219,0.213559906299461
"ENSG00000272449.3",77.3042023530293,0.606404968760812,0.352285214915437,1.72134663359736,0.0851879420030527,0.184425855258068
"ENSG00000238164.6",393.110419390025,0.728838202144772,0.325644885405328,2.2381380295213,0.0252120553496024,0.072144624692
"ENSG00000157873.18",4953.82262949396,-0.805036298880751,0.177846404595723,-4.52658180361162,5.99454009189945e-06,7.74627377401269e-05
